"databaseName","schemaName","tableName","columnName","dataType","length","nullable","defaultValue","ordinalPosition"
"SRC_10","LEGACY_10","TABLE_091","ID","INTEGER","10","NO","","1"
"SRC_10","LEGACY_10","TABLE_091","REGION_CODE","CHAR","6","NO","","2"
"SRC_10","LEGACY_10","TABLE_091","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_10","LEGACY_10","TABLE_091","REMARK","VARCHAR","200","YES","","4"
"SRC_10","LEGACY_10","TABLE_091","VERSION","INTEGER","10","NO","1","5"
"SRC_10","LEGACY_10","TABLE_091","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_10","LEGACY_10","TABLE_092","ID","INTEGER","10","NO","","1"
"SRC_10","LEGACY_10","TABLE_092","CODE","VARCHAR","16","NO","","2"
"SRC_10","LEGACY_10","TABLE_092","NAME","VARCHAR","60","YES","","3"
"SRC_10","LEGACY_10","TABLE_092","STATUS","CHAR","1","NO","A","4"
"SRC_10","LEGACY_10","TABLE_092","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_10","LEGACY_10","TABLE_092","UPDATED_AT","TIMESTAMP","","YES","","6"
"SRC_10","LEGACY_10","TABLE_093","ID","BIGINT","19","NO","","1"
"SRC_10","LEGACY_10","TABLE_093","CATEGORY","VARCHAR","24","YES","","2"
"SRC_10","LEGACY_10","TABLE_093","SCORE","INTEGER","10","YES","0","3"
"SRC_10","LEGACY_10","TABLE_093","FLAG","CHAR","1","YES","N","4"
"SRC_10","LEGACY_10","TABLE_093","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_10","LEGACY_10","TABLE_093","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_10","LEGACY_10","TABLE_094","ID","DECIMAL","18","NO","","1"
"SRC_10","LEGACY_10","TABLE_094","BIZ_CODE","CHAR","8","NO","","2"
"SRC_10","LEGACY_10","TABLE_094","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_10","LEGACY_10","TABLE_094","RATE","DECIMAL","8,4","YES","0","4"
"SRC_10","LEGACY_10","TABLE_094","ACTIVE","CHAR","1","NO","Y","5"
"SRC_10","LEGACY_10","TABLE_094","LAST_SYNC","TIMESTAMP","","YES","","6"
"SRC_10","LEGACY_10","TABLE_095","ID","INTEGER","10","NO","","1"
"SRC_10","LEGACY_10","TABLE_095","REGION_CODE","CHAR","6","NO","","2"
"SRC_10","LEGACY_10","TABLE_095","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_10","LEGACY_10","TABLE_095","REMARK","VARCHAR","200","YES","","4"
"SRC_10","LEGACY_10","TABLE_095","VERSION","INTEGER","10","NO","1","5"
"SRC_10","LEGACY_10","TABLE_095","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_10","LEGACY_10","TABLE_096","ID","INTEGER","10","NO","","1"
"SRC_10","LEGACY_10","TABLE_096","CODE","VARCHAR","16","NO","","2"
"SRC_10","LEGACY_10","TABLE_096","NAME","VARCHAR","60","YES","","3"
"SRC_10","LEGACY_10","TABLE_096","STATUS","CHAR","1","NO","A","4"
"SRC_10","LEGACY_10","TABLE_096","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_10","LEGACY_10","TABLE_096","UPDATED_AT","TIMESTAMP","","YES","","6"
"SRC_10","LEGACY_10","TABLE_097","ID","BIGINT","19","NO","","1"
"SRC_10","LEGACY_10","TABLE_097","CATEGORY","VARCHAR","24","YES","","2"
"SRC_10","LEGACY_10","TABLE_097","SCORE","INTEGER","10","YES","0","3"
"SRC_10","LEGACY_10","TABLE_097","FLAG","CHAR","1","YES","N","4"
"SRC_10","LEGACY_10","TABLE_097","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_10","LEGACY_10","TABLE_097","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_10","LEGACY_10","TABLE_098","ID","DECIMAL","18","NO","","1"
"SRC_10","LEGACY_10","TABLE_098","BIZ_CODE","CHAR","8","NO","","2"
"SRC_10","LEGACY_10","TABLE_098","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_10","LEGACY_10","TABLE_098","RATE","DECIMAL","8,4","YES","0","4"
"SRC_10","LEGACY_10","TABLE_098","ACTIVE","CHAR","1","NO","Y","5"
"SRC_10","LEGACY_10","TABLE_098","LAST_SYNC","TIMESTAMP","","YES","","6"
"SRC_10","LEGACY_10","TABLE_099","ID","INTEGER","10","NO","","1"
"SRC_10","LEGACY_10","TABLE_099","REGION_CODE","CHAR","6","NO","","2"
"SRC_10","LEGACY_10","TABLE_099","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_10","LEGACY_10","TABLE_099","REMARK","VARCHAR","200","YES","","4"
"SRC_10","LEGACY_10","TABLE_099","VERSION","INTEGER","10","NO","1","5"
"SRC_10","LEGACY_10","TABLE_099","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_10","LEGACY_10","TABLE_100","ID","INTEGER","10","NO","","1"
"SRC_10","LEGACY_10","TABLE_100","CODE","VARCHAR","16","NO","","2"
"SRC_10","LEGACY_10","TABLE_100","NAME","VARCHAR","60","YES","","3"
"SRC_10","LEGACY_10","TABLE_100","STATUS","CHAR","1","NO","A","4"
"SRC_10","LEGACY_10","TABLE_100","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_10","LEGACY_10","TABLE_100","UPDATED_AT","TIMESTAMP","","YES","","6"
