"databaseName","schemaName","tableName","columnName","dataType","length","nullable","defaultValue","ordinalPosition"
"SRC_03","LEGACY_03","TABLE_021","ID","BIGINT","19","NO","","1"
"SRC_03","LEGACY_03","TABLE_021","CATEGORY","VARCHAR","24","YES","","2"
"SRC_03","LEGACY_03","TABLE_021","SCORE","INTEGER","10","YES","0","3"
"SRC_03","LEGACY_03","TABLE_021","FLAG","CHAR","1","YES","N","4"
"SRC_03","LEGACY_03","TABLE_021","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_03","LEGACY_03","TABLE_021","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_03","LEGACY_03","TABLE_022","ID","DECIMAL","18","NO","","1"
"SRC_03","LEGACY_03","TABLE_022","BIZ_CODE","CHAR","8","NO","","2"
"SRC_03","LEGACY_03","TABLE_022","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_03","LEGACY_03","TABLE_022","RATE","DECIMAL","8,4","YES","0","4"
"SRC_03","LEGACY_03","TABLE_022","ACTIVE","CHAR","1","NO","Y","5"
"SRC_03","LEGACY_03","TABLE_022","LAST_SYNC","TIMESTAMP","","YES","","6"
"SRC_03","LEGACY_03","TABLE_023","ID","INTEGER","10","NO","","1"
"SRC_03","LEGACY_03","TABLE_023","REGION_CODE","CHAR","6","NO","","2"
"SRC_03","LEGACY_03","TABLE_023","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_03","LEGACY_03","TABLE_023","REMARK","VARCHAR","200","YES","","4"
"SRC_03","LEGACY_03","TABLE_023","VERSION","INTEGER","10","NO","1","5"
"SRC_03","LEGACY_03","TABLE_023","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_03","LEGACY_03","TABLE_024","ID","INTEGER","10","NO","","1"
"SRC_03","LEGACY_03","TABLE_024","CODE","VARCHAR","16","NO","","2"
"SRC_03","LEGACY_03","TABLE_024","NAME","VARCHAR","60","YES","","3"
"SRC_03","LEGACY_03","TABLE_024","STATUS","CHAR","1","NO","A","4"
"SRC_03","LEGACY_03","TABLE_024","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_03","LEGACY_03","TABLE_024","UPDATED_AT","TIMESTAMP","","YES","","6"
"SRC_03","LEGACY_03","TABLE_025","ID","BIGINT","19","NO","","1"
"SRC_03","LEGACY_03","TABLE_025","CATEGORY","VARCHAR","24","YES","","2"
"SRC_03","LEGACY_03","TABLE_025","SCORE","INTEGER","10","YES","0","3"
"SRC_03","LEGACY_03","TABLE_025","FLAG","CHAR","1","YES","N","4"
"SRC_03","LEGACY_03","TABLE_025","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_03","LEGACY_03","TABLE_025","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_03","LEGACY_03","TABLE_026","ID","DECIMAL","18","NO","","1"
"SRC_03","LEGACY_03","TABLE_026","BIZ_CODE","CHAR","8","NO","","2"
"SRC_03","LEGACY_03","TABLE_026","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_03","LEGACY_03","TABLE_026","RATE","DECIMAL","8,4","YES","0","4"
"SRC_03","LEGACY_03","TABLE_026","ACTIVE","CHAR","1","NO","Y","5"
"SRC_03","LEGACY_03","TABLE_026","LAST_SYNC","TIMESTAMP","","YES","","6"
"SRC_03","LEGACY_03","TABLE_027","ID","INTEGER","10","NO","","1"
"SRC_03","LEGACY_03","TABLE_027","REGION_CODE","CHAR","6","NO","","2"
"SRC_03","LEGACY_03","TABLE_027","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_03","LEGACY_03","TABLE_027","REMARK","VARCHAR","200","YES","","4"
"SRC_03","LEGACY_03","TABLE_027","VERSION","INTEGER","10","NO","1","5"
"SRC_03","LEGACY_03","TABLE_027","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_03","LEGACY_03","TABLE_028","ID","INTEGER","10","NO","","1"
"SRC_03","LEGACY_03","TABLE_028","CODE","VARCHAR","16","NO","","2"
"SRC_03","LEGACY_03","TABLE_028","NAME","VARCHAR","60","YES","","3"
"SRC_03","LEGACY_03","TABLE_028","STATUS","CHAR","1","NO","A","4"
"SRC_03","LEGACY_03","TABLE_028","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_03","LEGACY_03","TABLE_028","UPDATED_AT","TIMESTAMP","","YES","","6"
"SRC_03","LEGACY_03","TABLE_029","ID","BIGINT","19","NO","","1"
"SRC_03","LEGACY_03","TABLE_029","CATEGORY","VARCHAR","24","YES","","2"
"SRC_03","LEGACY_03","TABLE_029","SCORE","INTEGER","10","YES","0","3"
"SRC_03","LEGACY_03","TABLE_029","FLAG","CHAR","1","YES","N","4"
"SRC_03","LEGACY_03","TABLE_029","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_03","LEGACY_03","TABLE_029","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_03","LEGACY_03","TABLE_030","ID","DECIMAL","18","NO","","1"
"SRC_03","LEGACY_03","TABLE_030","BIZ_CODE","CHAR","8","NO","","2"
"SRC_03","LEGACY_03","TABLE_030","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_03","LEGACY_03","TABLE_030","RATE","DECIMAL","8,4","YES","0","4"
"SRC_03","LEGACY_03","TABLE_030","ACTIVE","CHAR","1","NO","Y","5"
"SRC_03","LEGACY_03","TABLE_030","LAST_SYNC","TIMESTAMP","","YES","","6"
