"databaseName","schemaName","tableName","columnName","dataType","length","nullable","defaultValue","ordinalPosition"
"SRC_06","LEGACY_06","TABLE_051","ID","INTEGER","10","NO","","1"
"SRC_06","LEGACY_06","TABLE_051","REGION_CODE","CHAR","6","NO","","2"
"SRC_06","LEGACY_06","TABLE_051","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_06","LEGACY_06","TABLE_051","REMARK","VARCHAR","200","YES","","4"
"SRC_06","LEGACY_06","TABLE_051","VERSION","INTEGER","10","NO","1","5"
"SRC_06","LEGACY_06","TABLE_051","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_06","LEGACY_06","TABLE_052","ID","INTEGER","10","NO","","1"
"SRC_06","LEGACY_06","TABLE_052","CODE","VARCHAR","16","NO","","2"
"SRC_06","LEGACY_06","TABLE_052","NAME","VARCHAR","60","YES","","3"
"SRC_06","LEGACY_06","TABLE_052","STATUS","CHAR","1","NO","A","4"
"SRC_06","LEGACY_06","TABLE_052","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_06","LEGACY_06","TABLE_052","UPDATED_AT","TIMESTAMP","","YES","","6"
"SRC_06","LEGACY_06","TABLE_053","ID","BIGINT","19","NO","","1"
"SRC_06","LEGACY_06","TABLE_053","CATEGORY","VARCHAR","24","YES","","2"
"SRC_06","LEGACY_06","TABLE_053","SCORE","INTEGER","10","YES","0","3"
"SRC_06","LEGACY_06","TABLE_053","FLAG","CHAR","1","YES","N","4"
"SRC_06","LEGACY_06","TABLE_053","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_06","LEGACY_06","TABLE_053","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_06","LEGACY_06","TABLE_054","ID","DECIMAL","18","NO","","1"
"SRC_06","LEGACY_06","TABLE_054","BIZ_CODE","CHAR","8","NO","","2"
"SRC_06","LEGACY_06","TABLE_054","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_06","LEGACY_06","TABLE_054","RATE","DECIMAL","8,4","YES","0","4"
"SRC_06","LEGACY_06","TABLE_054","ACTIVE","CHAR","1","NO","Y","5"
"SRC_06","LEGACY_06","TABLE_054","LAST_SYNC","TIMESTAMP","","YES","","6"
"SRC_06","LEGACY_06","TABLE_055","ID","INTEGER","10","NO","","1"
"SRC_06","LEGACY_06","TABLE_055","REGION_CODE","CHAR","6","NO","","2"
"SRC_06","LEGACY_06","TABLE_055","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_06","LEGACY_06","TABLE_055","REMARK","VARCHAR","200","YES","","4"
"SRC_06","LEGACY_06","TABLE_055","VERSION","INTEGER","10","NO","1","5"
"SRC_06","LEGACY_06","TABLE_055","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_06","LEGACY_06","TABLE_056","ID","INTEGER","10","NO","","1"
"SRC_06","LEGACY_06","TABLE_056","CODE","VARCHAR","16","NO","","2"
"SRC_06","LEGACY_06","TABLE_056","NAME","VARCHAR","60","YES","","3"
"SRC_06","LEGACY_06","TABLE_056","STATUS","CHAR","1","NO","A","4"
"SRC_06","LEGACY_06","TABLE_056","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_06","LEGACY_06","TABLE_056","UPDATED_AT","TIMESTAMP","","YES","","6"
"SRC_06","LEGACY_06","TABLE_057","ID","BIGINT","19","NO","","1"
"SRC_06","LEGACY_06","TABLE_057","CATEGORY","VARCHAR","24","YES","","2"
"SRC_06","LEGACY_06","TABLE_057","SCORE","INTEGER","10","YES","0","3"
"SRC_06","LEGACY_06","TABLE_057","FLAG","CHAR","1","YES","N","4"
"SRC_06","LEGACY_06","TABLE_057","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_06","LEGACY_06","TABLE_057","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_06","LEGACY_06","TABLE_058","ID","DECIMAL","18","NO","","1"
"SRC_06","LEGACY_06","TABLE_058","BIZ_CODE","CHAR","8","NO","","2"
"SRC_06","LEGACY_06","TABLE_058","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_06","LEGACY_06","TABLE_058","RATE","DECIMAL","8,4","YES","0","4"
"SRC_06","LEGACY_06","TABLE_058","ACTIVE","CHAR","1","NO","Y","5"
"SRC_06","LEGACY_06","TABLE_058","LAST_SYNC","TIMESTAMP","","YES","","6"
"SRC_06","LEGACY_06","TABLE_059","ID","INTEGER","10","NO","","1"
"SRC_06","LEGACY_06","TABLE_059","REGION_CODE","CHAR","6","NO","","2"
"SRC_06","LEGACY_06","TABLE_059","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_06","LEGACY_06","TABLE_059","REMARK","VARCHAR","200","YES","","4"
"SRC_06","LEGACY_06","TABLE_059","VERSION","INTEGER","10","NO","1","5"
"SRC_06","LEGACY_06","TABLE_059","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_06","LEGACY_06","TABLE_060","ID","INTEGER","10","NO","","1"
"SRC_06","LEGACY_06","TABLE_060","CODE","VARCHAR","16","NO","","2"
"SRC_06","LEGACY_06","TABLE_060","NAME","VARCHAR","60","YES","","3"
"SRC_06","LEGACY_06","TABLE_060","STATUS","CHAR","1","NO","A","4"
"SRC_06","LEGACY_06","TABLE_060","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_06","LEGACY_06","TABLE_060","UPDATED_AT","TIMESTAMP","","YES","","6"
