"databaseName","schemaName","tableName","columnName","dataType","length","nullable","defaultValue","ordinalPosition"
"SRC_01","LEGACY_01","TABLE_001","ID","BIGINT","19","NO","","1"
"SRC_01","LEGACY_01","TABLE_001","CATEGORY","VARCHAR","24","YES","","2"
"SRC_01","LEGACY_01","TABLE_001","SCORE","INTEGER","10","YES","0","3"
"SRC_01","LEGACY_01","TABLE_001","FLAG","CHAR","1","YES","N","4"
"SRC_01","LEGACY_01","TABLE_001","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_01","LEGACY_01","TABLE_001","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_01","LEGACY_01","TABLE_002","ID","DECIMAL","18","NO","","1"
"SRC_01","LEGACY_01","TABLE_002","BIZ_CODE","CHAR","8","NO","","2"
"SRC_01","LEGACY_01","TABLE_002","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_01","LEGACY_01","TABLE_002","RATE","DECIMAL","8,4","YES","0","4"
"SRC_01","LEGACY_01","TABLE_002","ACTIVE","CHAR","1","NO","Y","5"
"SRC_01","LEGACY_01","TABLE_002","LAST_SYNC","TIMESTAMP","","YES","","6"
"SRC_01","LEGACY_01","TABLE_003","ID","INTEGER","10","NO","","1"
"SRC_01","LEGACY_01","TABLE_003","REGION_CODE","CHAR","6","NO","","2"
"SRC_01","LEGACY_01","TABLE_003","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_01","LEGACY_01","TABLE_003","REMARK","VARCHAR","200","YES","","4"
"SRC_01","LEGACY_01","TABLE_003","VERSION","INTEGER","10","NO","1","5"
"SRC_01","LEGACY_01","TABLE_003","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_01","LEGACY_01","TABLE_004","ID","INTEGER","10","NO","","1"
"SRC_01","LEGACY_01","TABLE_004","CODE","VARCHAR","16","NO","","2"
"SRC_01","LEGACY_01","TABLE_004","NAME","VARCHAR","60","YES","","3"
"SRC_01","LEGACY_01","TABLE_004","STATUS","CHAR","1","NO","A","4"
"SRC_01","LEGACY_01","TABLE_004","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_01","LEGACY_01","TABLE_004","UPDATED_AT","TIMESTAMP","","YES","","6"
"SRC_01","LEGACY_01","TABLE_005","ID","BIGINT","19","NO","","1"
"SRC_01","LEGACY_01","TABLE_005","CATEGORY","VARCHAR","24","YES","","2"
"SRC_01","LEGACY_01","TABLE_005","SCORE","INTEGER","10","YES","0","3"
"SRC_01","LEGACY_01","TABLE_005","FLAG","CHAR","1","YES","N","4"
"SRC_01","LEGACY_01","TABLE_005","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_01","LEGACY_01","TABLE_005","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_01","LEGACY_01","TABLE_006","ID","DECIMAL","18","NO","","1"
"SRC_01","LEGACY_01","TABLE_006","BIZ_CODE","CHAR","8","NO","","2"
"SRC_01","LEGACY_01","TABLE_006","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_01","LEGACY_01","TABLE_006","RATE","DECIMAL","8,4","YES","0","4"
"SRC_01","LEGACY_01","TABLE_006","ACTIVE","CHAR","1","NO","Y","5"
"SRC_01","LEGACY_01","TABLE_006","LAST_SYNC","TIMESTAMP","","YES","","6"
"SRC_01","LEGACY_01","TABLE_007","ID","INTEGER","10","NO","","1"
"SRC_01","LEGACY_01","TABLE_007","REGION_CODE","CHAR","6","NO","","2"
"SRC_01","LEGACY_01","TABLE_007","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_01","LEGACY_01","TABLE_007","REMARK","VARCHAR","200","YES","","4"
"SRC_01","LEGACY_01","TABLE_007","VERSION","INTEGER","10","NO","1","5"
"SRC_01","LEGACY_01","TABLE_007","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_01","LEGACY_01","TABLE_008","ID","INTEGER","10","NO","","1"
"SRC_01","LEGACY_01","TABLE_008","CODE","VARCHAR","16","NO","","2"
"SRC_01","LEGACY_01","TABLE_008","NAME","VARCHAR","60","YES","","3"
"SRC_01","LEGACY_01","TABLE_008","STATUS","CHAR","1","NO","A","4"
"SRC_01","LEGACY_01","TABLE_008","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_01","LEGACY_01","TABLE_008","UPDATED_AT","TIMESTAMP","","YES","","6"
"SRC_01","LEGACY_01","TABLE_009","ID","BIGINT","19","NO","","1"
"SRC_01","LEGACY_01","TABLE_009","CATEGORY","VARCHAR","24","YES","","2"
"SRC_01","LEGACY_01","TABLE_009","SCORE","INTEGER","10","YES","0","3"
"SRC_01","LEGACY_01","TABLE_009","FLAG","CHAR","1","YES","N","4"
"SRC_01","LEGACY_01","TABLE_009","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_01","LEGACY_01","TABLE_009","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_01","LEGACY_01","TABLE_010","ID","DECIMAL","18","NO","","1"
"SRC_01","LEGACY_01","TABLE_010","BIZ_CODE","CHAR","8","NO","","2"
"SRC_01","LEGACY_01","TABLE_010","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_01","LEGACY_01","TABLE_010","RATE","DECIMAL","8,4","YES","0","4"
"SRC_01","LEGACY_01","TABLE_010","ACTIVE","CHAR","1","NO","Y","5"
"SRC_01","LEGACY_01","TABLE_010","LAST_SYNC","TIMESTAMP","","YES","","6"
