"databaseName","schemaName","tableName","columnName","dataType","length","nullable","defaultValue","ordinalPosition"
"SRC_07","LEGACY_07","TABLE_061","ID","BIGINT","19","NO","","1"
"SRC_07","LEGACY_07","TABLE_061","CATEGORY","VARCHAR","24","YES","","2"
"SRC_07","LEGACY_07","TABLE_061","SCORE","INTEGER","10","YES","0","3"
"SRC_07","LEGACY_07","TABLE_061","FLAG","CHAR","1","YES","N","4"
"SRC_07","LEGACY_07","TABLE_061","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_07","LEGACY_07","TABLE_061","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_07","LEGACY_07","TABLE_062","ID","DECIMAL","18","NO","","1"
"SRC_07","LEGACY_07","TABLE_062","BIZ_CODE","CHAR","8","NO","","2"
"SRC_07","LEGACY_07","TABLE_062","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_07","LEGACY_07","TABLE_062","RATE","DECIMAL","8,4","YES","0","4"
"SRC_07","LEGACY_07","TABLE_062","ACTIVE","CHAR","1","NO","Y","5"
"SRC_07","LEGACY_07","TABLE_062","LAST_SYNC","TIMESTAMP","","YES","","6"
"SRC_07","LEGACY_07","TABLE_063","ID","INTEGER","10","NO","","1"
"SRC_07","LEGACY_07","TABLE_063","REGION_CODE","CHAR","6","NO","","2"
"SRC_07","LEGACY_07","TABLE_063","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_07","LEGACY_07","TABLE_063","REMARK","VARCHAR","200","YES","","4"
"SRC_07","LEGACY_07","TABLE_063","VERSION","INTEGER","10","NO","1","5"
"SRC_07","LEGACY_07","TABLE_063","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_07","LEGACY_07","TABLE_064","ID","INTEGER","10","NO","","1"
"SRC_07","LEGACY_07","TABLE_064","CODE","VARCHAR","16","NO","","2"
"SRC_07","LEGACY_07","TABLE_064","NAME","VARCHAR","60","YES","","3"
"SRC_07","LEGACY_07","TABLE_064","STATUS","CHAR","1","NO","A","4"
"SRC_07","LEGACY_07","TABLE_064","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_07","LEGACY_07","TABLE_064","UPDATED_AT","TIMESTAMP","","YES","","6"
"SRC_07","LEGACY_07","TABLE_065","ID","BIGINT","19","NO","","1"
"SRC_07","LEGACY_07","TABLE_065","CATEGORY","VARCHAR","24","YES","","2"
"SRC_07","LEGACY_07","TABLE_065","SCORE","INTEGER","10","YES","0","3"
"SRC_07","LEGACY_07","TABLE_065","FLAG","CHAR","1","YES","N","4"
"SRC_07","LEGACY_07","TABLE_065","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_07","LEGACY_07","TABLE_065","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_07","LEGACY_07","TABLE_066","ID","DECIMAL","18","NO","","1"
"SRC_07","LEGACY_07","TABLE_066","BIZ_CODE","CHAR","8","NO","","2"
"SRC_07","LEGACY_07","TABLE_066","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_07","LEGACY_07","TABLE_066","RATE","DECIMAL","8,4","YES","0","4"
"SRC_07","LEGACY_07","TABLE_066","ACTIVE","CHAR","1","NO","Y","5"
"SRC_07","LEGACY_07","TABLE_066","LAST_SYNC","TIMESTAMP","","YES","","6"
"SRC_07","LEGACY_07","TABLE_067","ID","INTEGER","10","NO","","1"
"SRC_07","LEGACY_07","TABLE_067","REGION_CODE","CHAR","6","NO","","2"
"SRC_07","LEGACY_07","TABLE_067","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_07","LEGACY_07","TABLE_067","REMARK","VARCHAR","200","YES","","4"
"SRC_07","LEGACY_07","TABLE_067","VERSION","INTEGER","10","NO","1","5"
"SRC_07","LEGACY_07","TABLE_067","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_07","LEGACY_07","TABLE_068","ID","INTEGER","10","NO","","1"
"SRC_07","LEGACY_07","TABLE_068","CODE","VARCHAR","16","NO","","2"
"SRC_07","LEGACY_07","TABLE_068","NAME","VARCHAR","60","YES","","3"
"SRC_07","LEGACY_07","TABLE_068","STATUS","CHAR","1","NO","A","4"
"SRC_07","LEGACY_07","TABLE_068","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_07","LEGACY_07","TABLE_068","UPDATED_AT","TIMESTAMP","","YES","","6"
"SRC_07","LEGACY_07","TABLE_069","ID","BIGINT","19","NO","","1"
"SRC_07","LEGACY_07","TABLE_069","CATEGORY","VARCHAR","24","YES","","2"
"SRC_07","LEGACY_07","TABLE_069","SCORE","INTEGER","10","YES","0","3"
"SRC_07","LEGACY_07","TABLE_069","FLAG","CHAR","1","YES","N","4"
"SRC_07","LEGACY_07","TABLE_069","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_07","LEGACY_07","TABLE_069","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_07","LEGACY_07","TABLE_070","ID","DECIMAL","18","NO","","1"
"SRC_07","LEGACY_07","TABLE_070","BIZ_CODE","CHAR","8","NO","","2"
"SRC_07","LEGACY_07","TABLE_070","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_07","LEGACY_07","TABLE_070","RATE","DECIMAL","8,4","YES","0","4"
"SRC_07","LEGACY_07","TABLE_070","ACTIVE","CHAR","1","NO","Y","5"
"SRC_07","LEGACY_07","TABLE_070","LAST_SYNC","TIMESTAMP","","YES","","6"
