"databaseName","schemaName","tableName","columnName","dataType","length","nullable","defaultValue","ordinalPosition"
"SRC_05","LEGACY_05","TABLE_041","ID","BIGINT","19","NO","","1"
"SRC_05","LEGACY_05","TABLE_041","CATEGORY","VARCHAR","24","YES","","2"
"SRC_05","LEGACY_05","TABLE_041","SCORE","INTEGER","10","YES","0","3"
"SRC_05","LEGACY_05","TABLE_041","FLAG","CHAR","1","YES","N","4"
"SRC_05","LEGACY_05","TABLE_041","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_05","LEGACY_05","TABLE_041","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_05","LEGACY_05","TABLE_042","ID","DECIMAL","18","NO","","1"
"SRC_05","LEGACY_05","TABLE_042","BIZ_CODE","CHAR","8","NO","","2"
"SRC_05","LEGACY_05","TABLE_042","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_05","LEGACY_05","TABLE_042","RATE","DECIMAL","8,4","YES","0","4"
"SRC_05","LEGACY_05","TABLE_042","ACTIVE","CHAR","1","NO","Y","5"
"SRC_05","LEGACY_05","TABLE_042","LAST_SYNC","TIMESTAMP","","YES","","6"
"SRC_05","LEGACY_05","TABLE_043","ID","INTEGER","10","NO","","1"
"SRC_05","LEGACY_05","TABLE_043","REGION_CODE","CHAR","6","NO","","2"
"SRC_05","LEGACY_05","TABLE_043","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_05","LEGACY_05","TABLE_043","REMARK","VARCHAR","200","YES","","4"
"SRC_05","LEGACY_05","TABLE_043","VERSION","INTEGER","10","NO","1","5"
"SRC_05","LEGACY_05","TABLE_043","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_05","LEGACY_05","TABLE_044","ID","INTEGER","10","NO","","1"
"SRC_05","LEGACY_05","TABLE_044","CODE","VARCHAR","16","NO","","2"
"SRC_05","LEGACY_05","TABLE_044","NAME","VARCHAR","60","YES","","3"
"SRC_05","LEGACY_05","TABLE_044","STATUS","CHAR","1","NO","A","4"
"SRC_05","LEGACY_05","TABLE_044","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_05","LEGACY_05","TABLE_044","UPDATED_AT","TIMESTAMP","","YES","","6"
"SRC_05","LEGACY_05","TABLE_045","ID","BIGINT","19","NO","","1"
"SRC_05","LEGACY_05","TABLE_045","CATEGORY","VARCHAR","24","YES","","2"
"SRC_05","LEGACY_05","TABLE_045","SCORE","INTEGER","10","YES","0","3"
"SRC_05","LEGACY_05","TABLE_045","FLAG","CHAR","1","YES","N","4"
"SRC_05","LEGACY_05","TABLE_045","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_05","LEGACY_05","TABLE_045","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_05","LEGACY_05","TABLE_046","ID","DECIMAL","18","NO","","1"
"SRC_05","LEGACY_05","TABLE_046","BIZ_CODE","CHAR","8","NO","","2"
"SRC_05","LEGACY_05","TABLE_046","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_05","LEGACY_05","TABLE_046","RATE","DECIMAL","8,4","YES","0","4"
"SRC_05","LEGACY_05","TABLE_046","ACTIVE","CHAR","1","NO","Y","5"
"SRC_05","LEGACY_05","TABLE_046","LAST_SYNC","TIMESTAMP","","YES","","6"
"SRC_05","LEGACY_05","TABLE_047","ID","INTEGER","10","NO","","1"
"SRC_05","LEGACY_05","TABLE_047","REGION_CODE","CHAR","6","NO","","2"
"SRC_05","LEGACY_05","TABLE_047","OWNER_NAME","VARCHAR","50","YES","","3"
"SRC_05","LEGACY_05","TABLE_047","REMARK","VARCHAR","200","YES","","4"
"SRC_05","LEGACY_05","TABLE_047","VERSION","INTEGER","10","NO","1","5"
"SRC_05","LEGACY_05","TABLE_047","UPDATED_BY","VARCHAR","30","YES","","6"
"SRC_05","LEGACY_05","TABLE_048","ID","INTEGER","10","NO","","1"
"SRC_05","LEGACY_05","TABLE_048","CODE","VARCHAR","16","NO","","2"
"SRC_05","LEGACY_05","TABLE_048","NAME","VARCHAR","60","YES","","3"
"SRC_05","LEGACY_05","TABLE_048","STATUS","CHAR","1","NO","A","4"
"SRC_05","LEGACY_05","TABLE_048","AMOUNT","DECIMAL","12,2","NO","0","5"
"SRC_05","LEGACY_05","TABLE_048","UPDATED_AT","TIMESTAMP","","YES","","6"
"SRC_05","LEGACY_05","TABLE_049","ID","BIGINT","19","NO","","1"
"SRC_05","LEGACY_05","TABLE_049","CATEGORY","VARCHAR","24","YES","","2"
"SRC_05","LEGACY_05","TABLE_049","SCORE","INTEGER","10","YES","0","3"
"SRC_05","LEGACY_05","TABLE_049","FLAG","CHAR","1","YES","N","4"
"SRC_05","LEGACY_05","TABLE_049","CREATED_BY","VARCHAR","40","NO","","5"
"SRC_05","LEGACY_05","TABLE_049","CREATED_AT","TIMESTAMP","","NO","","6"
"SRC_05","LEGACY_05","TABLE_050","ID","DECIMAL","18","NO","","1"
"SRC_05","LEGACY_05","TABLE_050","BIZ_CODE","CHAR","8","NO","","2"
"SRC_05","LEGACY_05","TABLE_050","DESCRIPTION","VARCHAR","120","YES","","3"
"SRC_05","LEGACY_05","TABLE_050","RATE","DECIMAL","8,4","YES","0","4"
"SRC_05","LEGACY_05","TABLE_050","ACTIVE","CHAR","1","NO","Y","5"
"SRC_05","LEGACY_05","TABLE_050","LAST_SYNC","TIMESTAMP","","YES","","6"
